month,credit_amount,credit_term,age,sex,education,product_type,having_children_flg,region,income,family_status,phone_operator,is_client,ID,target
8,35000,6,36,male,Higher education,Audio & Video,1,2,29000,Another,2,1,1060,0
2,40500,18,39,male,Secondary education,Cosmetics and beauty services,1,0,41000,Another,0,1,255,0
1,24000,6,49,male,Higher education,Clothing,0,2,31000,Married,3,1,69,0
1,26500,18,24,male,Secondary education,Cell phones,0,2,26000,Another,1,1,116,0
6,13000,4,27,male,Higher education,Computers,0,2,41000,Married,1,1,721,0
10,52500,6,64,male,Higher education,Furniture,0,2,51000,Another,0,0,1319,0
9,16000,16,19,female,Secondary special education,Cell phones,0,2,26000,Married,1,1,1099,0
7,8000,12,26,male,Higher education,Cell phones,0,2,14000,Another,1,1,897,0
3,15000,12,26,male,Higher education,Computers,1,2,21000,Married,0,0,320,0
1,22000,10,64,male,Secondary special education,Household appliances,0,2,31000,Married,2,1,17,0
2,15000,12,32,male,Secondary special education,Household appliances,1,2,21000,Another,3,1,145,0
1,15000,6,21,female,Secondary special education,Cell phones,0,2,16000,Another,0,1,39,0
11,28500,10,25,female,Secondary special education,Household appliances,1,2,26000,Another,1,1,1487,0
11,44500,12,20,male,Higher education,Household appliances,0,0,41000,Another,2,0,1414,0
6,22500,4,27,male,Higher education,Clothing,1,2,81000,Another,2,1,681,0
3,22000,6,32,male,Secondary education,Household appliances,1,2,26000,Another,2,0,402,0
11,83000,36,58,male,Higher education,Cosmetics and beauty services,0,2,24000,Another,0,1,1396,0
9,12000,6,25,female,Secondary special education,Household appliances,0,2,41000,Another,1,1,1181,0
5,7500,12,35,male,Higher education,Cell phones,1,2,23000,Married,2,1,575,0
1,29000,12,29,female,Higher education,Household appliances,0,2,46000,Another,1,1,79,0
5,45000,12,60,male,Higher education,Household appliances,0,2,13000,Another,2,1,545,0
4,119000,8,28,male,Higher education,Furniture,0,0,69000,Another,2,0,424,0
1,15000,24,25,female,Secondary special education,Household appliances,1,2,26000,Another,3,0,10,0
3,17500,10,21,male,Incomplete higher education,Computers,0,2,21000,Another,2,0,299,0
9,26000,12,45,female,Secondary special education,Household appliances,1,2,16000,Unmarried,3,1,1121,0
7,23500,6,36,male,Higher education,Household appliances,1,2,31000,Another,1,0,874,0
7,31000,12,54,female,Secondary special education,Cell phones,0,2,28000,Another,0,1,922,1
10,9000,3,48,male,Secondary special education,Construction Materials,1,2,31000,Married,4,0,1275,0
8,13000,6,51,male,Higher education,Household appliances,0,0,51000,Married,3,1,1007,0
11,35000,10,31,male,Higher education,Cell phones,0,0,121000,Another,0,0,1384,0
2,25500,10,20,male,Incomplete higher education,Cell phones,0,2,23000,Unmarried,1,1,176,0
12,26000,8,50,male,Higher education,Household appliances,0,2,29000,Another,2,1,1666,0
9,30500,12,20,male,Secondary special education,Household appliances,0,2,33000,Married,2,0,1199,0
7,11000,12,26,female,Secondary education,Household appliances,1,2,31000,Another,0,0,942,0
7,36000,18,25,female,Higher education,Cell phones,0,2,31000,Another,2,1,915,1
10,35000,11,25,male,Higher education,Fitness,0,0,61000,Another,0,1,1382,0
8,71500,12,26,male,Incomplete higher education,Medical services,0,2,51000,Another,0,1,1064,0
8,38000,36,51,male,Secondary special education,Tourism,1,2,18000,Another,0,0,1040,0
3,6000,4,48,female,Higher education,Cell phones,1,2,29000,Married,0,0,428,0
5,17000,12,22,female,Secondary special education,Cell phones,0,0,38000,Married,0,1,680,1
4,5000,3,55,female,Secondary special education,Sporting goods,1,2,22000,Another,1,1,478,0
8,57500,36,29,female,Higher education,Windows & Doors,1,2,17000,Another,1,1,950,0
2,6500,10,38,male,Higher education,Cell phones,1,2,16000,Another,1,0,238,0
3,15000,6,46,female,Secondary special education,Cell phones,1,2,31000,Another,1,0,352,0
3,15000,12,20,female,Secondary education,Cell phones,0,2,21000,Another,0,1,341,1
8,28500,12,21,female,Secondary special education,Cell phones,0,2,26000,Another,1,1,969,1
3,30500,4,28,female,Higher education,Fitness,1,2,61000,Another,1,0,427,0
8,9000,6,48,female,Secondary special education,Household appliances,1,2,31000,Married,0,0,967,0
3,18000,6,27,female,Secondary special education,Cell phones,0,2,36000,Another,2,0,384,0
10,32500,12,38,female,Secondary special education,Cell phones,0,2,28000,Another,1,1,1386,1
4,44500,12,22,male,Incomplete higher education,Computers,0,2,21000,Another,2,0,585,0
1,14000,6,24,female,Incomplete higher education,Computers,0,0,36000,Another,3,1,93,0
12,14000,10,33,female,Secondary special education,Computers,1,2,26000,Married,1,1,1705,0
5,11000,10,29,female,Secondary special education,Cell phones,1,2,41000,Another,0,1,625,0
3,71000,18,25,female,Secondary special education,Clothing,0,2,26000,Another,0,1,347,0
10,47000,18,62,male,Higher education,Training,0,1,36000,Another,0,1,1288,0
5,12000,6,53,male,Secondary special education,Household appliances,0,2,13000,Another,3,1,644,0
4,11000,12,41,female,Higher education,Household appliances,1,2,21000,Another,1,0,541,0
6,38000,15,28,female,Higher education,Tourism,0,2,39000,Another,1,1,698,0
10,29000,18,27,female,Secondary special education,Household appliances,0,2,26000,Another,0,1,1362,1
11,15000,3,61,female,Secondary education,Clothing,0,0,26000,Another,3,1,1405,0
1,23500,10,69,male,Higher education,Medical services,0,1,16000,Another,0,1,74,0
1,11000,6,47,female,Secondary special education,Jewelry,1,2,31000,Another,1,1,102,1
8,36000,15,21,male,Higher education,Furniture,0,2,21000,Married,0,0,1087,0
7,8500,12,44,female,Secondary education,Cell phones,1,2,21000,Another,1,0,883,0
3,22000,12,21,male,Secondary special education,Furniture,0,2,20000,Another,1,1,292,1
3,15500,12,28,male,Higher education,Household appliances,0,2,26000,Married,1,0,323,0
5,14000,6,46,female,Secondary education,Computers,0,2,46000,Married,2,1,612,0
12,29500,6,30,female,Secondary education,Cell phones,1,0,71000,Another,1,1,1675,0
6,20000,3,80,male,Secondary education,Furniture,1,2,16000,Another,1,1,783,0
3,17500,12,34,female,Secondary special education,Cell phones,1,2,28000,Another,2,1,285,0
12,54000,24,38,male,Secondary special education,Furniture,1,2,21000,Another,3,1,1672,0
11,10000,12,29,male,Higher education,Cell phones,1,2,24000,Married,2,0,1558,1
3,34000,12,19,female,Secondary education,Household appliances,0,2,16000,Married,0,1,325,1
6,16000,6,61,male,Secondary education,Furniture,0,2,21000,Another,3,1,712,0
7,27000,12,39,male,Secondary special education,Clothing,1,2,17000,Another,1,0,825,0
1,25000,6,42,female,Secondary special education,Audio & Video,0,0,31000,Another,1,0,86,0
10,15000,10,48,male,Secondary special education,Household appliances,0,0,36000,Another,1,0,1344,0
3,6000,6,54,female,Secondary special education,Cell phones,1,2,16000,Another,0,1,387,1
11,22000,10,30,female,Higher education,Cell phones,1,2,71000,Another,3,1,1519,0
5,14500,9,31,female,Secondary special education,Cell phones,1,2,16000,Another,1,0,604,1
2,14000,12,42,female,Secondary special education,Cell phones,1,2,21000,Another,3,0,181,0
11,45500,24,32,male,Incomplete higher education,Computers,1,2,41000,Another,1,0,1516,0
12,75000,36,54,male,Secondary education,Medical services,1,2,26000,Married,1,1,1553,0
2,11000,6,64,male,Incomplete higher education,Furniture,1,2,20000,Married,1,1,247,0
8,30000,7,59,male,Higher education,Clothing,0,2,24000,Another,2,1,1066,0
4,151000,18,20,male,Higher education,Medical services,0,0,19000,Another,2,1,447,0
3,8000,3,30,female,Higher education,Computers,0,2,26000,Married,0,1,375,0
8,5000,5,27,female,Secondary education,Cell phones,0,2,27000,Another,0,1,992,1
11,25500,12,36,male,Higher education,Furniture,1,2,31000,Another,2,0,1454,0
7,24000,3,21,female,Secondary special education,Computers,0,0,71000,Another,1,1,925,0
5,15000,12,21,female,Secondary special education,Computers,0,2,16000,Another,3,1,638,0
9,9500,12,55,female,Secondary special education,Household appliances,1,2,11000,Another,1,1,1216,0
11,12500,10,29,female,Secondary education,Cell phones,0,1,35000,Another,1,0,1457,1
8,15500,12,22,female,Secondary special education,Household appliances,0,2,16000,Another,0,0,1086,0
10,10500,6,44,male,Secondary special education,Household appliances,1,0,26000,Unmarried,2,0,1316,0
8,44000,18,27,male,Higher education,Household appliances,1,2,31000,Married,0,1,1002,0
11,8000,3,38,male,Higher education,Furniture,1,2,30000,Married,1,0,1418,0
5,24000,12,26,female,Secondary education,Household appliances,0,2,18000,Another,1,0,563,1
1,29500,18,21,male,Secondary special education,Cell phones,0,2,23000,Another,1,0,130,1
4,25500,20,76,male,Higher education,Medical services,0,2,14000,Another,0,1,527,0
12,16000,12,25,female,Secondary special education,Cell phones,0,2,31000,Married,1,0,1555,0
5,27000,10,54,male,Secondary special education,Computers,0,2,31000,Another,1,1,569,0
8,10500,6,31,male,Higher education,Cell phones,1,2,22000,Another,0,1,1082,0
6,36000,30,29,male,Higher education,Cosmetics and beauty services,1,2,21000,Unmarried,0,1,796,0
10,36000,12,29,female,Higher education,Clothing,1,2,51000,Unmarried,2,0,1373,0
9,27500,12,25,male,Higher education,Cell phones,0,0,61000,Another,0,1,1210,0
6,8000,6,55,male,Secondary education,Cell phones,0,2,16000,Another,0,0,687,0
9,11000,6,53,male,Secondary special education,Furniture,1,2,26000,Another,3,0,1139,0
5,18500,9,22,female,Incomplete higher education,Household appliances,0,2,21000,Married,0,1,658,0
6,29000,10,48,male,Secondary education,Furniture,1,2,16000,Married,1,0,682,0
11,8500,6,31,male,Secondary education,Cell phones,1,2,26000,Another,0,1,1534,1
10,15500,12,24,male,Higher education,Cell phones,1,2,16000,Another,3,1,1340,1
6,9500,6,23,female,Secondary special education,Cell phones,0,2,13000,Another,1,1,764,0
10,7000,4,51,male,Higher education,Clothing,1,2,14000,Another,0,0,1320,0
12,23500,12,42,female,Secondary special education,Cell phones,1,2,56000,Married,0,0,1647,1
2,16000,10,67,male,Higher education,Cosmetics and beauty services,0,2,35000,Married,1,0,228,0
4,24500,12,32,male,Higher education,Furniture,1,2,26000,Another,3,0,454,0
7,28000,12,23,female,Secondary special education,Household appliances,0,0,31000,Another,1,1,914,0
3,30000,12,36,male,Secondary special education,Cell phones,1,0,46000,Married,1,1,294,0
7,15500,6,23,female,Secondary special education,Cell phones,0,1,26000,Married,0,1,824,0
10,9500,12,24,female,Secondary education,Cell phones,0,2,36000,Another,1,1,1282,0
4,8000,3,31,male,Higher education,Cell phones,1,2,29000,Another,1,1,486,0
12,22500,10,24,male,Secondary special education,Cell phones,0,1,26000,Another,1,0,1582,0
12,32500,12,26,female,Secondary special education,Cell phones,0,2,31000,Another,0,1,1613,0
4,8500,6,30,female,Secondary education,Computers,0,2,26000,Another,0,1,508,0
9,66000,12,26,male,Higher education,Windows & Doors,1,2,31000,Another,2,1,1175,0
11,19500,18,44,female,Secondary special education,Household appliances,0,2,11000,Another,1,1,1434,0
4,35500,12,27,female,Incomplete higher education,Cell phones,0,2,56000,Another,1,1,566,0
9,10000,6,28,male,Secondary special education,Household appliances,1,0,28000,Another,3,1,1195,0
1,15000,6,33,female,Secondary special education,Furniture,1,2,14000,Another,2,0,66,0
1,28000,18,36,male,Secondary special education,Cell phones,1,2,16000,Another,2,0,23,1
6,80000,36,45,male,Secondary special education,Windows & Doors,1,0,21000,Another,0,1,710,0
8,13000,3,37,female,Higher education,Household appliances,1,2,36000,Another,0,0,999,0
9,52000,15,49,female,Higher education,Training,1,0,51000,Another,1,1,1118,0
4,21000,12,23,female,Secondary special education,Cell phones,0,0,81000,Married,1,1,554,0
10,10000,6,34,female,Higher education,Auto,1,2,21000,Another,0,0,1332,0
4,27500,10,21,male,Secondary special education,Household appliances,1,2,21000,Another,0,1,467,0
4,14000,12,46,female,Higher education,Cell phones,1,2,26000,Another,2,1,518,0
3,31000,12,22,female,Incomplete higher education,Cell phones,0,2,31000,Another,2,1,315,0
11,31000,6,62,male,Secondary special education,Household appliances,0,2,46000,Married,0,1,1477,0
11,36500,12,35,male,Secondary education,Cell phones,0,2,19000,Another,1,1,1498,1
4,57000,15,41,female,Higher education,Tourism,1,2,56000,Unmarried,0,1,453,0
7,48500,18,41,male,Secondary special education,Cosmetics and beauty services,1,2,26000,Married,0,1,878,0
5,11500,6,22,female,Secondary education,Audio & Video,1,2,21000,Married,0,0,654,0
9,57000,18,44,male,Higher education,Cosmetics and beauty services,1,2,36000,Another,0,1,1114,1
6,48500,6,25,female,Higher education,Computers,0,1,91000,Married,1,0,745,0
1,34500,12,43,female,Secondary special education,Cell phones,1,2,81000,Unmarried,1,1,76,0
4,21000,24,30,male,Higher education,Household appliances,1,2,25000,Married,2,1,472,0
12,38000,6,27,male,Secondary education,Household appliances,1,2,16000,Married,2,1,1628,1
12,11500,12,29,female,Secondary special education,Cell phones,0,2,26000,Another,2,0,1665,1
10,13000,10,30,male,Secondary special education,Cell phones,0,2,36000,Another,1,0,1268,0
12,23500,12,39,female,Secondary special education,Windows & Doors,1,2,26000,Another,2,1,1615,1
8,9500,6,45,male,Secondary special education,Household appliances,1,2,24000,Another,0,1,979,1
11,17000,6,48,female,Secondary special education,Household appliances,1,2,19000,Another,0,0,1496,0
6,19500,12,32,male,Secondary special education,Cell phones,1,2,26000,Married,2,0,739,0
7,106000,15,32,female,Higher education,Tourism,0,2,49000,Another,1,1,806,0
11,28500,18,42,female,Incomplete higher education,Cell phones,1,2,61000,Married,1,1,1458,1
10,13500,12,28,male,Higher education,Furniture,0,2,32000,Married,2,1,1333,0
2,29500,6,47,male,Secondary special education,Household appliances,0,2,26000,Another,1,0,259,0
9,8000,12,29,female,Secondary education,Household appliances,1,2,18000,Another,0,1,1165,1
6,41000,12,42,female,Secondary special education,Furniture,1,2,26000,Married,0,1,701,0
11,8500,12,22,female,Secondary special education,Cell phones,0,2,27000,Married,0,1,1394,1
11,45000,9,25,male,Higher education,Household appliances,0,2,31000,Another,1,1,1415,0
5,13500,6,30,female,Secondary special education,Household appliances,0,2,21000,Another,0,1,611,0
7,20000,12,24,male,Secondary special education,Cell phones,1,2,21000,Married,1,1,891,0
10,30000,10,52,male,Secondary education,Computers,0,2,26000,Another,2,0,1312,0
11,31000,24,24,female,Higher education,Household appliances,0,2,21000,Another,4,1,1505,0
5,41500,24,41,male,Higher education,Household appliances,1,2,26000,Another,3,0,558,0
12,10500,12,51,male,Higher education,Clothing,1,2,28000,Married,2,1,1600,0
8,101000,12,46,male,Secondary special education,Furniture,1,0,33000,Another,3,0,989,0
1,37000,10,64,male,Higher education,Clothing,0,0,51000,Another,1,1,132,0
1,9500,4,27,female,Secondary special education,Cell phones,0,2,31000,Married,1,0,78,0
6,22500,18,43,female,Secondary special education,Household appliances,1,2,36000,Another,1,0,715,0
3,19500,12,20,female,Incomplete higher education,Computers,0,2,31000,Another,2,1,290,0
4,9500,4,29,male,Higher education,Cell phones,1,2,26000,Another,0,1,528,0
10,55500,10,49,male,Higher education,Household appliances,0,2,41000,Another,1,0,1251,0
4,16500,6,26,male,Secondary special education,Household appliances,0,2,26000,Another,3,0,480,0
9,18500,4,47,male,Higher education,Fitness,1,2,31000,Married,1,0,1128,0
3,25000,12,42,female,Secondary special education,Cell phones,0,0,21000,Another,1,0,311,1
12,23000,15,45,male,Secondary special education,Computers,0,2,36000,Married,2,1,1669,0
3,40000,12,47,female,Incomplete higher education,Household appliances,0,0,61000,Another,0,1,382,1
7,33000,6,26,male,Incomplete higher education,Cell phones,0,2,36000,Married,1,0,921,0
11,32500,12,32,female,Secondary special education,Cell phones,0,0,36000,Married,1,1,1427,0
4,31000,18,32,female,Secondary special education,Cell phones,0,2,13000,Another,1,1,458,1
8,18500,6,45,female,Secondary education,Cell phones,0,2,16000,Married,1,0,1006,1
1,8000,12,25,female,Secondary education,Household appliances,0,2,11000,Married,3,1,62,1
3,28000,12,27,female,Secondary special education,Cell phones,1,2,27000,Another,1,1,360,1
5,12500,10,27,female,Secondary special education,Household appliances,1,2,31000,Another,2,1,673,0
9,18000,12,43,male,Higher education,Furniture,0,2,8000,Another,1,1,1186,0
3,51500,8,34,female,Higher education,Training,0,0,51000,Another,0,0,365,0
1,31500,18,22,male,Secondary education,Household appliances,1,2,26000,Married,1,1,99,0
11,10500,12,21,male,Incomplete higher education,Computers,0,2,21000,Unmarried,0,1,1472,0
1,30000,12,26,female,Secondary special education,Cell phones,0,2,41000,Another,2,0,135,0
11,9000,12,63,female,Secondary special education,Household appliances,0,2,31000,Another,0,0,1557,0
7,19500,12,62,male,Secondary special education,Furniture,1,2,21000,Another,1,0,956,0
11,26000,24,21,male,Secondary special education,Household appliances,0,2,16000,Another,1,1,1531,0
6,18500,6,26,female,Secondary special education,Cell phones,0,2,25000,Another,3,0,709,0
12,51500,10,32,female,Higher education,Household appliances,0,0,56000,Married,1,0,1604,0
1,18000,6,56,female,Secondary education,Cell phones,0,2,36000,Unmarried,1,0,38,0
4,9500,12,22,male,Secondary special education,Cell phones,0,2,19000,Another,1,0,502,0
12,43500,12,35,male,Higher education,Medical services,0,2,86000,Unmarried,3,0,1639,0
10,10000,4,30,male,Secondary special education,Cell phones,0,2,26000,Married,1,1,1368,0
3,10500,9,45,female,Secondary special education,Household appliances,1,2,36000,Another,0,0,414,0
9,28500,18,23,female,Secondary special education,Household appliances,0,2,44000,Unmarried,2,1,1235,0
4,8500,4,56,male,Secondary special education,Cell phones,0,2,2000,Another,1,0,515,0
8,7500,3,26,female,Secondary special education,Computers,0,2,26000,Another,1,1,959,0
7,32000,12,33,male,Secondary special education,Household appliances,1,2,31000,Another,0,0,930,0
8,22500,12,23,male,Higher education,Computers,0,2,26000,Another,0,0,1030,0
8,7000,6,33,male,Secondary special education,Cell phones,1,2,13000,Married,2,0,1062,0
2,38500,12,33,female,Higher education,Furniture,0,2,79000,Married,0,1,190,0
6,31500,18,24,female,Secondary special education,Cell phones,1,2,36000,Another,3,1,768,1
9,14000,12,49,male,Secondary education,Fitness,0,2,11000,Another,2,1,1153,0
8,61000,24,73,male,Secondary education,Furniture,1,2,16000,Another,0,1,946,0
8,22500,12,19,female,Secondary special education,Cell phones,0,2,31000,Another,0,1,1054,0
3,7500,8,22,female,Secondary special education,Cell phones,0,2,19000,Another,1,1,314,0
1,10000,12,30,male,Secondary special education,Cell phones,1,2,31000,Unmarried,3,1,4,0
3,25000,12,25,male,Incomplete higher education,Cell phones,1,1,36000,Married,1,0,316,0
4,29500,12,57,male,Secondary special education,Sporting goods,0,2,26000,Married,1,1,465,0
5,58500,10,48,male,Secondary special education,Auto,1,2,30000,Married,0,1,684,1
7,73000,24,62,male,Secondary special education,Cosmetics and beauty services,0,0,21000,Married,0,1,912,0
8,5500,6,23,male,Secondary special education,Jewelry,0,1,31000,Another,0,0,1026,0
11,57500,15,49,male,Higher education,Tourism,1,2,46000,Another,1,1,1507,0
2,10000,12,25,male,Secondary special education,Clothing,0,2,36000,Another,1,1,222,0
8,36000,6,39,male,Higher education,Computers,1,2,55000,Married,0,0,1095,0
6,166000,12,34,male,Higher education,Clothing,1,2,71000,Another,1,0,688,0
10,58500,36,57,female,Secondary special education,Furniture,1,2,32000,Married,1,1,1369,0
2,15500,4,58,female,Secondary education,Cell phones,0,0,26000,Married,0,1,213,0
7,31500,12,27,female,Higher education,Cell phones,0,0,61000,Another,0,1,810,0
1,31000,12,20,male,Incomplete higher education,Household appliances,0,2,26000,Another,0,1,52,0
10,38000,24,49,male,Secondary special education,Medical services,1,2,21000,Another,2,1,1287,0
7,33000,12,22,male,Higher education,Training,0,0,36000,Another,1,0,884,0
2,48000,36,34,male,Secondary special education,Furniture,1,2,18000,Unmarried,0,1,236,1
1,30000,12,32,female,Secondary special education,Household appliances,1,2,18000,Another,0,1,11,0
8,14500,6,25,female,Secondary special education,Computers,1,2,26000,Another,2,0,1036,0
4,26000,12,49,male,Secondary special education,Furniture,0,2,18000,Married,1,1,490,1
8,26500,18,26,male,Higher education,Cell phones,0,0,56000,Another,1,0,972,0
3,13000,15,30,male,Secondary special education,Cell phones,1,2,16000,Another,4,0,346,0
9,7500,6,23,male,Incomplete higher education,Computers,0,2,18000,Another,2,1,1164,0
12,6500,6,24,male,Secondary special education,Cell phones,0,2,18000,Another,0,1,1720,0
5,36000,18,33,female,Secondary special education,Cell phones,1,2,21000,Married,3,1,551,0
9,30000,10,44,male,Secondary special education,Household appliances,1,2,20000,Married,0,0,1097,0
9,22000,11,40,male,Higher education,Computers,0,2,21000,Another,1,0,1245,0
4,7000,4,28,female,Incomplete higher education,Jewelry,1,2,24000,Another,1,1,546,0
6,129000,8,39,female,Higher education,Furniture,0,0,101000,Another,0,0,775,0
2,13000,6,25,male,Secondary special education,Household appliances,0,0,31000,Another,3,0,251,0
1,30000,12,24,female,Secondary special education,Computers,1,2,31000,Married,0,0,25,0
6,7000,3,53,male,Higher education,Household appliances,0,2,36000,Another,1,1,777,0
12,46000,24,46,male,Higher education,Cosmetics and beauty services,1,2,41000,Another,0,0,1573,1
6,19000,12,27,male,Secondary special education,Cell phones,1,1,16000,Another,2,0,743,0
11,39000,12,30,female,Secondary special education,Cell phones,0,0,41000,Married,1,0,1483,1
7,6500,4,33,male,Higher education,Cell phones,0,2,26000,Another,0,1,944,0
4,30500,6,29,male,Higher education,Furniture,1,2,36000,Another,1,1,484,0
11,11500,12,32,male,Higher education,Fitness,1,2,31000,Another,2,1,1435,0
11,40500,16,39,male,Secondary special education,Cell phones,1,1,33000,Another,2,0,1544,1
10,10500,12,58,male,Secondary special education,Windows & Doors,1,2,7000,Unmarried,1,0,1281,0
7,41000,10,29,male,Higher education,Furniture,1,2,26000,Unmarried,3,0,934,0
6,14500,12,35,male,Higher education,Cell phones,0,2,21000,Married,1,1,686,1
7,8000,6,39,male,Secondary special education,Cell phones,1,2,14000,Married,0,1,916,0
11,37500,12,25,male,Secondary special education,Computers,1,2,21000,Another,0,1,1400,1
11,41500,10,23,male,Secondary special education,Household appliances,0,2,19000,Another,0,1,1464,0
9,26000,12,34,male,Higher education,Computers,1,2,56000,Married,2,0,1115,0
12,19500,6,41,male,Secondary special education,Cell phones,1,2,46000,Another,0,0,1610,0
9,22500,15,23,male,Secondary special education,Household appliances,0,2,25000,Another,1,1,1198,0
2,35500,12,23,female,Higher education,Fitness,0,0,41000,Another,1,1,147,0
3,16000,12,36,male,Secondary special education,Cell phones,0,0,31000,Another,1,0,277,0
10,38500,12,41,male,Secondary special education,Household appliances,1,2,31000,Married,2,0,1357,0
3,8000,12,39,female,Secondary education,Cell phones,0,2,36000,Another,3,1,409,0
9,28500,18,26,female,Secondary special education,Cell phones,0,2,29000,Another,0,0,1157,0
12,7500,6,42,female,Secondary education,Cell phones,1,2,33000,Another,1,1,1710,0
2,12000,6,44,male,Secondary special education,Furniture,0,2,29000,Another,1,1,204,0
3,6500,6,57,male,Secondary special education,Cell phones,1,2,10000,Another,1,0,351,1
2,23500,12,49,female,Secondary special education,Cell phones,1,0,65000,Married,0,0,262,0
2,11000,6,48,female,Secondary education,Household appliances,1,2,46000,Another,1,1,159,0
7,20500,12,48,female,Incomplete secondary education,Cell phones,0,2,11000,Another,3,1,845,0
5,21000,12,22,female,Secondary education,Cell phones,0,2,61000,Another,1,1,548,0
12,19000,12,21,female,Secondary special education,Cell phones,0,2,18000,Another,0,0,1583,0
11,91000,24,32,female,Secondary special education,Clothing,1,2,36000,Another,0,0,1402,1
9,33500,10,22,male,Higher education,Cell phones,0,2,26000,Married,2,0,1102,0
4,5500,3,27,male,Secondary special education,Computers,1,2,17000,Another,1,1,497,0
3,5500,4,41,male,Secondary special education,Construction Materials,0,2,19000,Another,0,0,328,0
12,30500,18,28,female,Secondary special education,Household appliances,1,2,31000,Married,1,1,1621,0
11,57500,18,76,female,Secondary education,Household appliances,1,2,1000,Another,0,1,1481,0
12,21000,24,40,male,Secondary education,Household appliances,0,2,21000,Married,0,1,1644,0
5,7000,9,29,male,Secondary education,Computers,1,2,21000,Another,2,1,683,0
8,6500,3,28,male,Incomplete higher education,Furniture,0,1,26000,Married,1,0,988,0
7,10000,10,43,female,Secondary special education,Household appliances,1,2,16000,Married,1,0,813,0
9,26500,15,50,male,Higher education,Cell phones,1,2,16000,Married,1,1,1103,0
9,27500,3,30,female,Higher education,Construction Materials,1,2,81000,Another,2,0,1173,0
11,63500,10,37,male,Secondary special education,Furniture,1,2,36000,Married,0,1,1419,1
1,74500,24,30,female,Higher education,Furniture,1,0,51000,Another,0,1,50,0
9,12000,3,39,male,Secondary education,Household appliances,1,2,21000,Married,1,1,1190,0
2,14000,6,59,male,Secondary special education,Furniture,1,2,12000,Another,1,1,170,0
7,6000,12,38,male,Secondary education,Windows & Doors,1,2,13000,Another,1,1,953,1
12,44500,24,41,female,Higher education,Computers,0,2,26000,Married,3,1,1616,0
3,11500,6,24,male,Incomplete higher education,Household appliances,1,2,31000,Another,1,0,380,0
12,10000,3,56,female,Secondary special education,Household appliances,1,2,11000,Another,0,1,1653,0
7,11500,12,33,female,Higher education,Computers,1,2,46000,Another,0,0,851,0
3,44000,12,36,male,Secondary special education,Cosmetics and beauty services,0,2,26000,Married,0,1,282,1
10,27500,10,26,male,Secondary special education,Cell phones,0,2,21000,Unmarried,1,1,1360,1
10,23000,10,48,female,Secondary special education,Computers,1,2,28000,Another,1,1,1387,0
12,11500,3,56,male,Secondary education,Household appliances,0,2,13000,Married,0,1,1699,0
4,20500,12,54,male,Secondary special education,Cell phones,0,2,41000,Another,0,1,474,0
4,76500,24,33,male,Secondary special education,Furniture,1,0,61000,Another,0,1,525,0
7,48000,24,35,male,Secondary education,Auto,1,2,16000,Married,3,1,827,0
7,30000,12,22,female,Higher education,Computers,0,2,46000,Married,3,1,808,0
9,15000,10,22,male,Incomplete higher education,Cell phones,0,2,26000,Another,1,1,1108,0
11,5500,6,24,female,Higher education,Clothing,1,2,36000,Another,1,1,1546,0
7,37000,9,31,female,Secondary special education,Household appliances,1,0,46000,Another,2,0,837,0
1,24500,12,28,male,Higher education,Cell phones,1,1,26000,Unmarried,0,1,31,0
4,20000,6,23,female,Secondary special education,Cell phones,0,2,36000,Married,1,1,516,1
12,11500,10,24,female,Secondary special education,Cell phones,0,2,36000,Another,1,0,1606,1
12,11000,4,26,female,Higher education,Cell phones,0,2,26000,Married,1,1,1625,0
6,40000,12,23,male,Secondary special education,Furniture,0,2,31000,Married,1,0,782,0
1,28500,12,22,female,Higher education,Household appliances,0,0,36000,Another,2,1,16,0
2,12500,15,52,female,Higher education,Cell phones,1,2,18000,Another,0,1,263,0
8,9500,10,24,female,Secondary special education,Cell phones,0,2,26000,Another,2,1,975,0
11,6000,12,20,female,Secondary education,Cell phones,0,2,19000,Another,0,1,1439,0
6,9000,6,44,male,Secondary special education,Furniture,1,2,15000,Another,2,1,703,0
1,10500,10,22,female,Secondary special education,Computers,0,2,21000,Another,2,1,139,0
7,14500,12,34,female,Secondary special education,Jewelry,0,2,31000,Married,0,0,866,0
2,30500,18,28,male,Higher education,Furniture,1,2,21000,Married,2,1,214,0
4,37500,4,37,male,Secondary special education,Household appliances,0,2,34000,Another,3,1,423,0
1,37000,18,62,female,Secondary special education,Household appliances,1,0,51000,Another,3,0,13,0
10,25000,12,27,male,Secondary special education,Computers,1,2,32000,Married,0,0,1318,0
6,11000,12,28,male,Incomplete higher education,Household appliances,1,2,24000,Another,1,1,762,0
10,21000,12,21,female,Secondary special education,Cell phones,0,2,16000,Another,0,1,1240,0
11,21000,6,25,female,Secondary special education,Furniture,0,2,101000,Another,2,1,1552,0
9,8000,10,22,female,Secondary special education,Cell phones,0,2,16000,Unmarried,3,0,1169,0
9,9000,10,35,female,Incomplete higher education,Household appliances,1,2,51000,Another,0,0,1189,0
2,8000,18,23,female,Secondary special education,Cell phones,0,2,14000,Married,1,1,202,1
4,12000,6,47,female,Secondary education,Cell phones,0,2,31000,Another,0,1,510,0
11,27500,16,52,female,Secondary special education,Cell phones,0,2,30000,Another,1,1,1535,1
11,5500,4,59,male,Higher education,Fitness,0,2,27000,Another,1,0,1492,0
